deviceId,Timestamp,UsageKWh,Voltage,Current,Latitude,Longitude,IngestedAt
cva9x4nbf,47.17085077325988,58.714177264405535,57.723524983040534,30.127207337882638,45.1211,-90.0297,2025-08-16T18:12:41.365869Z
cva9x4nbf,13.538734443721978,52.74925751977493,56.803934927952696,20.48208368872875,34.0699,-72.8676,2025-08-16T18:12:41.365869Z
cva9x4nbf,62.624185701350754,71.89249601871967,78.63162592057435,25.439626094554153,45.4631,-107.0358,2025-08-16T18:12:41.365869Z
cva9x4nbf,84.34803633323686,74.18712448416196,65.25124033159952,42.15198074031202,34.8684,-106.8802,2025-08-16T18:12:41.365869Z
cva9x4nbf,40.77450292988674,42.57441940451966,56.69522913506869,61.25573182461456,41.9663,-102.4714,2025-08-16T18:12:41.365869Z
cva9x4nbf,24.268190080922526,61.41801142640654,31.28672455344898,72.47169962827836,44.496,-96.756,2025-08-16T18:12:41.365869Z
cva9x4nbf,45.89803645380827,18.079006208370522,20.056316637412845,70.67287616834551,44.9906,-79.4011,2025-08-16T18:12:41.365869Z
cva9x4nbf,70.26256658479241,25.733697778495195,49.125754685298574,58.76231974797158,32.7395,-74.4705,2025-08-16T18:12:41.365869Z
cva9x4nbf,65.42857023015458,32.1187064371161,26.122851689436345,45.603581127223244,48.8586,-83.9203,2025-08-16T18:12:41.365869Z
cva9x4nbf,27.5280673816267,30.911887581167868,77.41349126780655,40.252811686221,36.5084,-109.1877,2025-08-16T18:12:41.365869Z
cva9x4nbf,36.16606576203475,63.77194182155501,74.50284988551455,46.48226486160185,45.4414,-93.2274,2025-08-16T18:12:41.365869Z
cva9x4nbf,78.61564974098037,66.88156959213718,60.14899545918103,60.336178150449726,35.6152,-116.1189,2025-08-16T18:12:41.365869Z
cva9x4nbf,48.65783246376598,88.63137300341619,64.30081142832626,72.32016976821633,40.5563,-105.7711,2025-08-16T18:12:41.365869Z
cva9x4nbf,18.818094480846305,68.86210092034679,23.021203225161386,73.59190543621038,42.2003,-82.2109,2025-08-16T18:12:41.365869Z
cva9x4nbf,69.29412760391152,74.29110579396726,43.3439730543485,61.619024870584795,41.7451,-75.7164,2025-08-16T18:12:41.365869Z
cva9x4nbf,75.97647398324457,45.2691194884917,11.868792244423558,41.567623569562414,41.5221,-104.405,2025-08-16T18:12:41.365869Z
cva9x4nbf,23.29181820722975,21.60952671006472,56.25729157650491,24.079415310502675,34.5922,-101.5097,2025-08-16T18:12:41.365869Z
cva9x4nbf,33.584709600006235,36.88250170089758,70.01554702718292,18.954911410753166,43.4843,-79.019,2025-08-16T18:12:41.365869Z
cva9x4nbf,69.32115555001657,4.359653800024678,53.61005156193641,29.270627896814922,38.8342,-103.5341,2025-08-16T18:12:41.365869Z
cva9x4nbf,59.44055636930634,43.252147276355124,91.98970157509828,49.408188736361765,43.7474,-72.5921,2025-08-16T18:12:41.365869Z
cva9x4nbf,44.662861649896556,48.363957952553314,39.77004100625227,68.00628150168028,40.2999,-109.6641,2025-08-16T18:12:41.365869Z
cva9x4nbf,41.40359635383107,58.59062176626607,44.5504046176493,74.42168849448146,47.5192,-92.2534,2025-08-16T18:12:41.365869Z
cva9x4nbf,48.76160463181332,80.81872280934604,22.14975505190726,64.86636712916798,42.5536,-101.2814,2025-08-16T18:12:41.365869Z
cva9x4nbf,60.69249032441591,65.80904462893086,30.517847263845923,44.51765356412703,48.428,-114.9174,2025-08-16T18:12:41.365869Z
cva9x4nbf,42.359248045049505,68.66629770344782,52.42244910633006,24.756059260895444,46.5048,-115.6771,2025-08-16T18:12:41.365869Z
cva9x4nbf,40.640744936245085,41.151644063803204,44.243302878018085,16.68444568459735,48.7059,-74.1798,2025-08-16T18:12:41.365869Z
cva9x4nbf,77.17858430086311,48.113339942625224,93.88752917891794,24.900340547060793,44.8048,-94.3219,2025-08-16T18:12:41.365869Z
cva9x4nbf,51.823434517314325,24.520305109861926,59.310175594399425,45.09446862487784,47.831,-102.7039,2025-08-16T18:12:41.365869Z
cva9x4nbf,6.157774411580708,36.885933925427764,54.257288698469644,66.67674121974247,48.8096,-89.8949,2025-08-16T18:12:41.365869Z
cva9x4nbf,57.364014672283425,56.31368220861857,47.25678609292933,79.02499157193759,34.9289,-111.0944,2025-08-16T18:12:41.365869Z
cva9x4nbf,96.37991708149856,40.83887008897268,19.717968401692147,77.35571286223643,48.5697,-73.7303,2025-08-16T18:12:41.365869Z
cva9x4nbf,39.577277999088494,82.37074404297829,32.55680071035267,65.10676451695431,37.5156,-72.3428,2025-08-16T18:12:41.365869Z
cva9x4nbf,15.331047274637214,57.14675943603115,38.44921268585947,51.38466739442631,42.5143,-116.1337,2025-08-16T18:12:41.365869Z
cva9x4nbf,53.91346260275521,57.909958619177296,68.35814708883477,45.10698397599294,45.5283,-107.6829,2025-08-16T18:12:41.365869Z
cva9x4nbf,69.00835759488447,51.492168454464945,68.13171405811156,49.497089181019135,49.0525,-79.1179,2025-08-16T18:12:41.365869Z
cva9x4nbf,56.7130436102626,25.89620441396895,67.76653818110884,60.267717007098156,48.76,-109.8835,2025-08-16T18:12:41.365869Z
cva9x4nbf,38.99678396528348,32.23357542445599,67.52240202406946,68.25772934338664,39.6847,-98.8963,2025-08-16T18:12:41.365869Z
cva9x4nbf,39.094580674174274,23.1176406349835,33.22653015703395,65.58884256749305,45.7685,-96.0734,2025-08-16T18:12:41.365869Z
cva9x4nbf,64.03170444017931,50.1178331547924,23.552020114079745,50.65949419306837,36.2113,-96.8794,2025-08-16T18:12:41.365869Z
cva9x4nbf,52.12892140242431,46.76547684092252,38.58575102099084,29.750640249482323,43.5271,-73.1429,2025-08-16T18:12:41.365869Z
cva9x4nbf,28.423500868234115,80.43352361114286,34.17759035999449,13.603233033585289,45.717,-92.9694,2025-08-16T18:12:41.365869Z
cva9x4nbf,65.74633531649414,81.16698582763536,59.444525751758036,11.220774333686602,47.2726,-76.3819,2025-08-16T18:12:41.365869Z
cva9x4nbf,73.9860330107905,65.28881619306217,76.56123284972344,24.41956076453723,41.9016,-105.1336,2025-08-16T18:12:41.365869Z
cva9x4nbf,19.196424427126743,81.13670790434627,68.90193251114148,46.60091198434294,45.3351,-84.3534,2025-08-16T18:12:41.365869Z
cva9x4nbf,32.73700411754131,29.56259740121944,62.661392249752105,66.17106694057465,46.3227,-80.2437,2025-08-16T18:12:41.365869Z
cva9x4nbf,82.93119791176002,35.61294242307157,31.866358040529892,73.32426850877314,48.4387,-77.4219,2025-08-16T18:12:41.365869Z
cva9x4nbf,56.013673002215036,20.308282836838643,42.82319813930349,65.40558057217768,43.0341,-86.6081,2025-08-16T18:12:41.365869Z
cva9x4nbf,27.591385758551635,14.703219107431165,15.991491607120503,48.63826866144355,42.9786,-89.9832,2025-08-16T18:12:41.365869Z
cva9x4nbf,51.53665559345549,39.134615884329556,38.64979099774949,34.29309476930452,37.1454,-85.5325,2025-08-16T18:12:41.365869Z
cva9x4nbf,81.86367950298487,31.90899392468728,72.1843437061078,54.0131528325678,34.9904,-66.6567,2025-08-16T18:12:41.365869Z
cva9x4nbf,27.176025810528326,40.88982643015042,43.318232734455364,39.89735886320766,36.2591,-98.2507,2025-08-16T18:12:41.365869Z
cva9x4nbf,28.006124873307613,66.92148965947436,43.71058226290151,38.35680661955114,43.9645,-83.4824,2025-08-16T18:12:41.365869Z
cva9x4nbf,75.10607248338432,48.632338221415566,26.73944197064261,48.77767984796153,42.2099,-112.263,2025-08-16T18:12:41.365869Z
cva9x4nbf,52.63641824430431,85.01013348713482,25.934459444182533,63.24171556918434,39.1028,-69.6566,2025-08-16T18:12:41.365869Z
cva9x4nbf,30.365924374991227,57.483551915815326,46.911097707355474,71.60453919606985,37.5881,-88.1453,2025-08-16T18:12:41.365869Z
cva9x4nbf,63.376012121227355,48.02178121658609,64.63550656200229,67.69404614640929,33.1386,-87.8522,2025-08-16T18:12:41.365869Z
cva9x4nbf,63.11456635354566,48.23433119822801,74.02809385179937,53.067435356636764,39.9015,-95.7576,2025-08-16T18:12:41.365869Z
cva9x4nbf,33.48912512352481,14.319127545154196,65.79178049261807,35.919472009465814,44.4485,-89.4637,2025-08-16T18:12:41.365869Z
cva9x4nbf,35.603771495783896,31.565073329281322,57.95057932043165,26.048685518673803,33.788,-93.6401,2025-08-16T18:12:41.365869Z
cva9x4nbf,57.83017007853161,25.507163263035952,44.46363526512355,28.882201644075373,33.2839,-91.2766,2025-08-16T18:12:41.365869Z
cva9x4nbf,76.00816116422965,51.39815884499818,11.615987704206402,42.033416080782686,46.1321,-107.2912,2025-08-16T18:12:41.365869Z
cva9x4nbf,52.73644465098607,58.683466268887294,42.48516960291177,56.634936618672704,48.1428,-95.7033,2025-08-16T18:12:41.365869Z
cva9x4nbf,9.55656276472878,80.98809152067177,41.894976035983184,63.35057407978617,41.2496,-106.9136,2025-08-16T18:12:41.365869Z
cva9x4nbf,44.491920992492865,85.4844539423517,53.46624414048148,57.387933127389914,40.0929,-98.3763,2025-08-16T18:12:41.365869Z
cva9x4nbf,95.71964995564656,61.528163180249365,84.52792472859608,41.96879531433434,47.7943,-101.1112,2025-08-16T18:12:41.365869Z
cva9x4nbf,48.74237960947603,75.82768284534468,61.05790569261875,26.715565303871664,34.766,-88.197,2025-08-16T18:12:41.365869Z
cva9x4nbf,14.320227258243628,24.88340971756222,67.68924644139395,21.932693733253053,48.0452,-76.0574,2025-08-16T18:12:41.365869Z
cva9x4nbf,61.0736719380536,30.217168984848282,25.39726795234155,32.24226903506062,37.1991,-114.8223,2025-08-16T18:12:41.365869Z
cva9x4nbf,65.88040157005308,24.891326238291626,38.44757172436886,53.71669479598754,38.6298,-104.3355,2025-08-16T18:12:41.365869Z
cva9x4nbf,33.89480001224774,14.098293739805095,29.10329933992251,75.81648464512007,34.6041,-106.4557,2025-08-16T18:12:41.365869Z
cva9x4nbf,50.330733090117675,50.01359556426068,25.79952563302495,87.05927619023493,43.061,-104.2006,2025-08-16T18:12:41.365869Z
cva9x4nbf,64.6747215948406,48.29590811324926,84.50036135329276,81.60528720267762,34.844,-108.0901,2025-08-16T18:12:41.365869Z
cva9x4nbf,47.55529785694061,74.19063067699867,52.590504047630674,62.6976012597951,43.8808,-103.9496,2025-08-16T18:12:41.365869Z
cva9x4nbf,38.195589951454,68.0171975439304,81.37183832398901,40.76472249458584,45.0764,-112.5307,2025-08-16T18:12:41.365869Z
cva9x4nbf,41.566848961217396,75.02869513791714,57.0075401869624,27.436669044424892,37.1724,-70.6307,2025-08-16T18:12:41.365869Z
cva9x4nbf,63.77369961099929,54.53687685245193,38.69998761032917,29.259895694344763,46.2683,-105.4246,2025-08-16T18:12:41.365869Z
cva9x4nbf,70.3635450532907,39.0518772196861,35.01870355845073,43.89733680433163,42.0682,-78.4552,2025-08-16T18:12:41.365869Z
cva9x4nbf,28.47245134221964,48.729163671159924,11.235930102592496,61.93403395902335,47.3083,-70.0631,2025-08-16T18:12:41.365869Z
cva9x4nbf,29.276037602192638,15.691985984595574,63.807020867074606,72.41544157752587,34.1254,-100.7548,2025-08-16T18:12:41.365869Z
cva9x4nbf,79.5758133519436,53.705388616193204,39.24823689644496,69.3047567042264,41.0083,-107.282,2025-08-16T18:12:41.365869Z
cva9x4nbf,56.82510069580836,47.44870066927942,76.85107228375718,54.697979633587835,34.159,-115.2483,2025-08-16T18:12:41.365869Z
cva9x4nbf,18.3523000260739,55.84234930719462,81.9144670451025,37.31126731753667,47.8623,-109.5952,2025-08-16T18:12:41.365869Z
cva9x4nbf,61.889869540977784,78.15303657132199,45.87297977025083,27.064481583990858,42.464,-86.9925,2025-08-16T18:12:41.365869Z
cva9x4nbf,76.89657328273732,53.91045237392398,54.0448169319518,29.09389694254631,38.8471,-92.8918,2025-08-16T18:12:41.365869Z
cva9x4nbf,28.120078170232922,60.55816423782018,19.767784654645894,40.805368082013906,37.6108,-94.6795,2025-08-16T18:12:41.365869Z
cva9x4nbf,28.842118938444468,34.69283666821259,36.59619973560953,53.68574233288139,48.8081,-77.4823,2025-08-16T18:12:41.365869Z
cva9x4nbf,66.72129383511876,35.555832948281264,29.846616736179467,58.810149971994676,43.0176,-115.0175,2025-08-16T18:12:41.365869Z
cva9x4nbf,71.2972585935011,19.685173037312715,58.256612222198065,52.487041242318256,40.1795,-86.9678,2025-08-16T18:12:41.365869Z
cva9x4nbf,47.651739507976174,34.755190232482185,80.76075101107114,38.76566133444391,47.007,-103.6543,2025-08-16T18:12:41.365869Z
cva9x4nbf,22.119667856071604,52.998013413861024,57.921492058296145,27.276633742580636,34.0293,-76.7125,2025-08-16T18:12:41.365869Z
cva9x4nbf,41.681705564577726,48.71431601294314,71.84164965888851,27.25410093092276,47.9548,-91.2149,2025-08-16T18:12:41.365869Z
cva9x4nbf,83.84858485348515,94.28496299094276,44.82887319413042,41.800569712649946,35.038,-66.8313,2025-08-16T18:12:41.365869Z
